YEAR,MONTH,VEGETABLE NAME,PRICE,UNITS,SHOPPING MALL PRICE
2022,November,Garlic,40,1kg,48 - 66
2022,November,Ginger,41,1kg,49 - 68
2022,November,Onion Green,36,1kg,43 - 59
2022,November,Green Peas,78,1kg,94 - 129
2022,November,Ivy Gourd,25,1kg,30 - 41
2022,November,Lemon (Lime),53,1kg,64 - 87
2022,November,Mango Raw,88,1kg,106 - 145
2022,November,Mint Leaves,4,1kg,05-Jul
2022,November,Mushroom,86,1kg,103 - 142
2022,November,Mustard Leaves,12,1kg,14 - 20
2022,November,Ladies Finger,32,1kg,38 - 53
2022,November,Pumpkin,30,1kg,36 - 50
2022,November,Radish,22,1kg,26 - 36
2022,November,Ridge Gourd,30,1kg,36 - 50
2022,November,Shallot (Pearl Onion),35,1kg,42 - 58
2022,November,Snake Gourd,31,1kg,37 - 51
2022,November,Sorrel Leaves,10,1kg,Dec-17
2022,November,Spinach,15,1kg,18 - 25
2022,November,Sweet Potato,39,1kg,47 - 64
2022,November,Onion Big,28,1kg,34 - 46
2022,November,Onion Small,73,1kg,88 - 120
2022,November,Tomato,18,1kg,22 - 30
2022,November,Green Chilli,37,1kg,44 - 61
2022,November,Beetroot,37,1kg,44 - 61
2022,November,Potato,30,1kg,36 - 50
2022,November,Raw Banana (Plantain),10,1kg,Dec-17
2022,November,Amaranth Leaves,10,1kg,Dec-17
2022,November,Amla,50,1kg,60 - 83
2022,November,Ash gourd,25,1kg,30 - 41
2022,November,Baby Corn,72,1kg,86 - 119
2022,November,Banana Flower,12,1kg,14 - 20
2022,November,Capsicum,43,1kg,52 - 71
2022,November,Bitter Gourd,28,1kg,34 - 46
2022,November,Bottle Gourd,24,1kg,29 - 40
2022,November,Butter Beans,82,1kg,98 - 135
2022,November,Broad Beans,34,1kg,41 - 56
2022,November,Cabbage,30,1kg,36 - 50
2022,November,Carrot,37,1kg,44 - 61
2022,November,Cauliflower,27,1kg,32 - 45
2022,November,Cluster beans,44,1kg,53 - 73
2022,November,Coconut,31,1kg,37 - 51
2022,November,Colocasia Leaves,10,1kg,Dec-17
2022,November,Colocasia,24,1kg,29 - 40
2022,November,Coriander Leaves,12,1kg,14 - 20
2022,November,Corn,26,1kg,31 - 43
2022,November,Cucumber,24,1kg,29 - 40
2022,November,Curry Leaves,28,1kg,34 - 46
2022,November,Dill Leaves,13,1kg,16 - 21
2022,November,Drumsticks,90,1kg,108 - 149
2022,November,Brinjal,22,1kg,26 - 36
2022,November,Brinjal (Big),26,1kg,31 - 43
2022,November,Elephant Yam,30,1kg,36 - 50
2022,November,Fenugreek Leaves,8,1kg,Oct-13
2022,November,French Beans,21,1kg,25 - 35
2022,November,Garlic,42,1kg,50 - 69
2022,November,Ginger,41,1kg,49 - 68
2022,November,Onion Green,42,1kg,50 - 69
2022,November,Green Peas,80,1kg,96 - 132
2022,November,Ivy Gourd,22,1kg,26 - 36
2022,November,Lemon (Lime),52,1kg,62 - 86
2022,November,Mango Raw,103,1kg,124 - 170
2022,November,Mint Leaves,5,1kg,06-Aug
2022,November,Mushroom,83,1kg,100 - 137
2022,November,Mustard Leaves,18,1kg,22 - 30
2022,November,Ladies Finger,27,1kg,32 - 45
2022,November,Pumpkin,26,1kg,31 - 43
2022,November,Radish,23,1kg,28 - 38
2022,November,Ridge Gourd,30,1kg,36 - 50
2022,November,Shallot (Pearl Onion),32,1kg,38 - 53
2022,November,Snake Gourd,31,1kg,37 - 51
2022,November,Sorrel Leaves,11,1kg,13 - 18
2022,November,Spinach,13,1kg,16 - 21
2022,November,Sweet Potato,36,1kg,43 - 59
2022,December,Onion Big,28,1kg,34 - 46
2022,December,Onion Small,73,1kg,88 - 120
2022,December,Tomato,18,1kg,22 - 30
2022,December,Green Chilli,37,1kg,44 - 61
2022,December,Beetroot,37,1kg,44 - 61
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,10,1kg,Dec-17
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,25,1kg,30 - 41
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,12,1kg,14 - 20
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,28,1kg,34 - 46
2022,December,Bottle Gourd,24,1kg,29 - 40
2022,December,Butter Beans,82,1kg,98 - 135
2022,December,Broad Beans,34,1kg,41 - 56
2022,December,Cabbage,30,1kg,36 - 50
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,27,1kg,32 - 45
2022,December,Cluster beans,44,1kg,53 - 73
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,10,1kg,Dec-17
2022,December,Colocasia,24,1kg,29 - 40
2022,December,Coriander Leaves,12,1kg,14 - 20
2022,December,Corn,26,1kg,31 - 43
2022,December,Cucumber,24,1kg,29 - 40
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,13,1kg,16 - 21
2022,December,Drumsticks,90,1kg,108 - 149
2022,December,Brinjal,22,1kg,26 - 36
2022,December,Brinjal (Big),26,1kg,31 - 43
2022,December,Elephant Yam,30,1kg,36 - 50
2022,December,Fenugreek Leaves,8,1kg,Oct-13
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,42,1kg,50 - 69
2022,December,Ginger,41,1kg,49 - 68
2022,December,Onion Green,42,1kg,50 - 69
2022,December,Green Peas,80,1kg,96 - 132
2022,December,Ivy Gourd,22,1kg,26 - 36
2022,December,Lemon (Lime),52,1kg,62 - 86
2022,December,Mango Raw,103,1kg,124 - 170
2022,December,Mint Leaves,5,1kg,06-Aug
2022,December,Mushroom,83,1kg,100 - 137
2022,December,Mustard Leaves,18,1kg,22 - 30
2022,December,Ladies Finger,27,1kg,32 - 45
2022,December,Pumpkin,26,1kg,31 - 43
2022,December,Radish,23,1kg,28 - 38
2022,December,Ridge Gourd,30,1kg,36 - 50
2022,December,Shallot (Pearl Onion),32,1kg,38 - 53
2022,December,Snake Gourd,31,1kg,37 - 51
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,13,1kg,16 - 21
2022,December,Sweet Potato,36,1kg,43 - 59
2022,December,Onion Big,28,1kg,34 - 46
2022,December,Onion Small,73,1kg,88 - 120
2022,December,Tomato,18,1kg,22 - 30
2022,December,Green Chilli,37,1kg,44 - 61
2022,December,Beetroot,37,1kg,44 - 61
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,10,1kg,Dec-17
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,25,1kg,30 - 41
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,12,1kg,14 - 20
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,28,1kg,34 - 46
2022,December,Bottle Gourd,24,1kg,29 - 40
2022,December,Butter Beans,82,1kg,98 - 135
2022,December,Broad Beans,34,1kg,41 - 56
2022,December,Cabbage,30,1kg,36 - 50
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,27,1kg,32 - 45
2022,December,Cluster beans,44,1kg,53 - 73
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,10,1kg,Dec-17
2022,December,Colocasia,24,1kg,29 - 40
2022,December,Coriander Leaves,12,1kg,14 - 20
2022,December,Corn,26,1kg,31 - 43
2022,December,Cucumber,24,1kg,29 - 40
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,13,1kg,16 - 21
2022,December,Drumsticks,90,1kg,108 - 149
2022,December,Brinjal,22,1kg,26 - 36
2022,December,Brinjal (Big),26,1kg,31 - 43
2022,December,Elephant Yam,30,1kg,36 - 50
2022,December,Fenugreek Leaves,8,1kg,Oct-13
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,42,1kg,50 - 69
2022,December,Ginger,41,1kg,49 - 68
2022,December,Onion Green,42,1kg,50 - 69
2022,December,Green Peas,80,1kg,96 - 132
2022,December,Ivy Gourd,22,1kg,26 - 36
2022,December,Lemon (Lime),52,1kg,62 - 86
2022,December,Mango Raw,103,1kg,124 - 170
2022,December,Mint Leaves,5,1kg,06-Aug
2022,December,Mushroom,83,1kg,100 - 137
2022,December,Mustard Leaves,18,1kg,22 - 30
2022,December,Ladies Finger,27,1kg,32 - 45
2022,December,Pumpkin,26,1kg,31 - 43
2022,December,Radish,23,1kg,28 - 38
2022,December,Ridge Gourd,30,1kg,36 - 50
2022,December,Shallot (Pearl Onion),32,1kg,38 - 53
2022,December,Snake Gourd,31,1kg,37 - 51
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,13,1kg,16 - 21
2022,December,Sweet Potato,36,1kg,43 - 59
2022,December,Onion Big,30,1kg,36 - 50
2022,December,Onion Small,72,1kg,86 - 119
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,8,1kg,Oct-13
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,26,1kg,31 - 43
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,13,1kg,16 - 21
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,32,1kg,38 - 53
2022,December,Bottle Gourd,22,1kg,26 - 36
2022,December,Butter Beans,81,1kg,97 - 134
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,23,1kg,28 - 38
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,45,1kg,54 - 74
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,13,1kg,16 - 21
2022,December,Colocasia,25,1kg,30 - 41
2022,December,Coriander Leaves,11,1kg,13 - 18
2022,December,Corn,23,1kg,28 - 38
2022,December,Cucumber,19,1kg,23 - 31
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,8,1kg,Oct-13
2022,December,Drumsticks,60,1kg,72 - 99
2022,December,Brinjal,20,1kg,24 - 33
2022,December,Brinjal (Big),24,1kg,29 - 40
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,40,1kg,48 - 66
2022,December,Ginger,40,1kg,48 - 66
2022,December,Onion Green,45,1kg,54 - 74
2022,December,Green Peas,85,1kg,102 - 140
2022,December,Ivy Gourd,24,1kg,29 - 40
2022,December,Lemon (Lime),55,1kg,66 - 91
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,4,1kg,05-Jul
2022,December,Mushroom,93,1kg,112 - 153
2022,December,Mustard Leaves,14,1kg,17 - 23
2022,December,Ladies Finger,31,1kg,37 - 51
2022,December,Pumpkin,27,1kg,32 - 45
2022,December,Radish,21,1kg,25 - 35
2022,December,Ridge Gourd,26,1kg,31 - 43
2022,December,Shallot (Pearl Onion),30,1kg,36 - 50
2022,December,Snake Gourd,32,1kg,38 - 53
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,15,1kg,18 - 25
2022,December,Sweet Potato,40,1kg,48 - 66
2022,December,Onion Big,30,1kg,36 - 50
2022,December,Onion Small,72,1kg,86 - 119
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,8,1kg,Oct-13
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,26,1kg,31 - 43
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,13,1kg,16 - 21
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,32,1kg,38 - 53
2022,December,Bottle Gourd,22,1kg,26 - 36
2022,December,Butter Beans,81,1kg,97 - 134
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,23,1kg,28 - 38
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,45,1kg,54 - 74
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,13,1kg,16 - 21
2022,December,Colocasia,25,1kg,30 - 41
2022,December,Coriander Leaves,11,1kg,13 - 18
2022,December,Corn,23,1kg,28 - 38
2022,December,Cucumber,19,1kg,23 - 31
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,8,1kg,Oct-13
2022,December,Drumsticks,60,1kg,72 - 99
2022,December,Brinjal,20,1kg,24 - 33
2022,December,Brinjal (Big),24,1kg,29 - 40
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,40,1kg,48 - 66
2022,December,Ginger,40,1kg,48 - 66
2022,December,Onion Green,45,1kg,54 - 74
2022,December,Green Peas,85,1kg,102 - 140
2022,December,Ivy Gourd,24,1kg,29 - 40
2022,December,Lemon (Lime),55,1kg,66 - 91
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,4,1kg,05-Jul
2022,December,Mushroom,93,1kg,112 - 153
2022,December,Mustard Leaves,14,1kg,17 - 23
2022,December,Ladies Finger,31,1kg,37 - 51
2022,December,Pumpkin,27,1kg,32 - 45
2022,December,Radish,21,1kg,25 - 35
2022,December,Ridge Gourd,26,1kg,31 - 43
2022,December,Shallot (Pearl Onion),30,1kg,36 - 50
2022,December,Snake Gourd,32,1kg,38 - 53
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,15,1kg,18 - 25
2022,December,Sweet Potato,40,1kg,48 - 66
2022,December,Onion Big,30,1kg,36 - 50
2022,December,Onion Small,72,1kg,86 - 119
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,8,1kg,Oct-13
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,26,1kg,31 - 43
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,13,1kg,16 - 21
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,32,1kg,38 - 53
2022,December,Bottle Gourd,22,1kg,26 - 36
2022,December,Butter Beans,81,1kg,97 - 134
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,23,1kg,28 - 38
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,45,1kg,54 - 74
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,13,1kg,16 - 21
2022,December,Colocasia,25,1kg,30 - 41
2022,December,Coriander Leaves,11,1kg,13 - 18
2022,December,Corn,23,1kg,28 - 38
2022,December,Cucumber,19,1kg,23 - 31
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,8,1kg,Oct-13
2022,December,Drumsticks,60,1kg,72 - 99
2022,December,Brinjal,20,1kg,24 - 33
2022,December,Brinjal (Big),24,1kg,29 - 40
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,40,1kg,48 - 66
2022,December,Ginger,40,1kg,48 - 66
2022,December,Onion Green,45,1kg,54 - 74
2022,December,Green Peas,85,1kg,102 - 140
2022,December,Ivy Gourd,24,1kg,29 - 40
2022,December,Lemon (Lime),55,1kg,66 - 91
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,4,1kg,05-Jul
2022,December,Mushroom,93,1kg,112 - 153
2022,December,Mustard Leaves,14,1kg,17 - 23
2022,December,Ladies Finger,31,1kg,37 - 51
2022,December,Pumpkin,27,1kg,32 - 45
2022,December,Radish,21,1kg,25 - 35
2022,December,Ridge Gourd,26,1kg,31 - 43
2022,December,Shallot (Pearl Onion),30,1kg,36 - 50
2022,December,Snake Gourd,32,1kg,38 - 53
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,15,1kg,18 - 25
2022,December,Sweet Potato,40,1kg,48 - 66
2022,December,Onion Big,30,1kg,36 - 50
2022,December,Onion Small,72,1kg,86 - 119
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,30,1kg,36 - 50
2022,December,Raw Banana (Plantain),10,1kg,Dec-17
2022,December,Amaranth Leaves,8,1kg,Oct-13
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,26,1kg,31 - 43
2022,December,Baby Corn,72,1kg,86 - 119
2022,December,Banana Flower,13,1kg,16 - 21
2022,December,Capsicum,43,1kg,52 - 71
2022,December,Bitter Gourd,32,1kg,38 - 53
2022,December,Bottle Gourd,22,1kg,26 - 36
2022,December,Butter Beans,81,1kg,97 - 134
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,23,1kg,28 - 38
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,45,1kg,54 - 74
2022,December,Coconut,31,1kg,37 - 51
2022,December,Colocasia Leaves,13,1kg,16 - 21
2022,December,Colocasia,25,1kg,30 - 41
2022,December,Coriander Leaves,11,1kg,13 - 18
2022,December,Corn,23,1kg,28 - 38
2022,December,Cucumber,19,1kg,23 - 31
2022,December,Curry Leaves,28,1kg,34 - 46
2022,December,Dill Leaves,8,1kg,Oct-13
2022,December,Drumsticks,60,1kg,72 - 99
2022,December,Brinjal,20,1kg,24 - 33
2022,December,Brinjal (Big),24,1kg,29 - 40
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,21,1kg,25 - 35
2022,December,Garlic,40,1kg,48 - 66
2022,December,Ginger,40,1kg,48 - 66
2022,December,Onion Green,45,1kg,54 - 74
2022,December,Green Peas,85,1kg,102 - 140
2022,December,Ivy Gourd,24,1kg,29 - 40
2022,December,Lemon (Lime),55,1kg,66 - 91
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,4,1kg,05-Jul
2022,December,Mushroom,93,1kg,112 - 153
2022,December,Mustard Leaves,14,1kg,17 - 23
2022,December,Ladies Finger,31,1kg,37 - 51
2022,December,Pumpkin,27,1kg,32 - 45
2022,December,Radish,21,1kg,25 - 35
2022,December,Ridge Gourd,26,1kg,31 - 43
2022,December,Shallot (Pearl Onion),30,1kg,36 - 50
2022,December,Snake Gourd,32,1kg,38 - 53
2022,December,Sorrel Leaves,11,1kg,13 - 18
2022,December,Spinach,15,1kg,18 - 25
2022,December,Sweet Potato,40,1kg,48 - 66
2022,December,Onion Big,25,1kg,30 - 41
2022,December,Onion Small,74,1kg,89 - 122
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,31,1kg,37 - 51
2022,December,Raw Banana (Plantain),7,1kg,08-Dec
2022,December,Amaranth Leaves,9,1kg,Nov-15
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,25,1kg,30 - 41
2022,December,Baby Corn,69,1kg,83 - 114
2022,December,Banana Flower,15,1kg,18 - 25
2022,December,Capsicum,40,1kg,48 - 66
2022,December,Bitter Gourd,31,1kg,37 - 51
2022,December,Bottle Gourd,26,1kg,31 - 43
2022,December,Butter Beans,79,1kg,95 - 130
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,25,1kg,30 - 41
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,44,1kg,53 - 73
2022,December,Coconut,27,1kg,32 - 45
2022,December,Colocasia Leaves,11,1kg,13 - 18
2022,December,Colocasia,26,1kg,31 - 43
2022,December,Coriander Leaves,10,1kg,Dec-17
2022,December,Corn,26,1kg,31 - 43
2022,December,Cucumber,21,1kg,25 - 35
2022,December,Curry Leaves,25,1kg,30 - 41
2022,December,Dill Leaves,14,1kg,17 - 23
2022,December,Drumsticks,80,1kg,96 - 132
2022,December,Brinjal,21,1kg,25 - 35
2022,December,Brinjal (Big),27,1kg,32 - 45
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,23,1kg,28 - 38
2022,December,Garlic,47,1kg,56 - 78
2022,December,Ginger,38,1kg,46 - 63
2022,December,Onion Green,42,1kg,50 - 69
2022,December,Green Peas,81,1kg,97 - 134
2022,December,Ivy Gourd,23,1kg,28 - 38
2022,December,Lemon (Lime),61,1kg,73 - 101
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,5,1kg,06-Aug
2022,December,Mushroom,92,1kg,110 - 152
2022,December,Mustard Leaves,16,1kg,19 - 26
2022,December,Ladies Finger,30,1kg,36 - 50
2022,December,Pumpkin,28,1kg,34 - 46
2022,December,Radish,23,1kg,28 - 38
2022,December,Ridge Gourd,28,1kg,34 - 46
2022,December,Shallot (Pearl Onion),32,1kg,38 - 53
2022,December,Snake Gourd,29,1kg,35 - 48
2022,December,Sorrel Leaves,13,1kg,16 - 21
2022,December,Spinach,11,1kg,13 - 18
2022,December,Sweet Potato,39,1kg,47 - 64
2022,December,Onion Big,25,1kg,30 - 41
2022,December,Onion Small,74,1kg,89 - 122
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,31,1kg,37 - 51
2022,December,Raw Banana (Plantain),7,1kg,08-Dec
2022,December,Amaranth Leaves,9,1kg,Nov-15
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,25,1kg,30 - 41
2022,December,Baby Corn,69,1kg,83 - 114
2022,December,Banana Flower,15,1kg,18 - 25
2022,December,Capsicum,40,1kg,48 - 66
2022,December,Bitter Gourd,31,1kg,37 - 51
2022,December,Bottle Gourd,26,1kg,31 - 43
2022,December,Butter Beans,79,1kg,95 - 130
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,25,1kg,30 - 41
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,44,1kg,53 - 73
2022,December,Coconut,27,1kg,32 - 45
2022,December,Colocasia Leaves,11,1kg,13 - 18
2022,December,Colocasia,26,1kg,31 - 43
2022,December,Coriander Leaves,10,1kg,Dec-17
2022,December,Corn,26,1kg,31 - 43
2022,December,Cucumber,21,1kg,25 - 35
2022,December,Curry Leaves,25,1kg,30 - 41
2022,December,Dill Leaves,14,1kg,17 - 23
2022,December,Drumsticks,80,1kg,96 - 132
2022,December,Brinjal,21,1kg,25 - 35
2022,December,Brinjal (Big),27,1kg,32 - 45
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,23,1kg,28 - 38
2022,December,Garlic,47,1kg,56 - 78
2022,December,Ginger,38,1kg,46 - 63
2022,December,Onion Green,42,1kg,50 - 69
2022,December,Green Peas,81,1kg,97 - 134
2022,December,Ivy Gourd,23,1kg,28 - 38
2022,December,Lemon (Lime),61,1kg,73 - 101
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,5,1kg,06-Aug
2022,December,Mushroom,92,1kg,110 - 152
2022,December,Mustard Leaves,16,1kg,19 - 26
2022,December,Ladies Finger,30,1kg,36 - 50
2022,December,Pumpkin,28,1kg,34 - 46
2022,December,Radish,23,1kg,28 - 38
2022,December,Ridge Gourd,28,1kg,34 - 46
2022,December,Shallot (Pearl Onion),32,1kg,38 - 53
2022,December,Snake Gourd,29,1kg,35 - 48
2022,December,Sorrel Leaves,13,1kg,16 - 21
2022,December,Spinach,11,1kg,13 - 18
2022,December,Sweet Potato,39,1kg,47 - 64
2022,December,Onion Big,25,1kg,30 - 41
2022,December,Onion Small,74,1kg,89 - 122
2022,December,Tomato,17,1kg,20 - 28
2022,December,Green Chilli,34,1kg,41 - 56
2022,December,Beetroot,36,1kg,43 - 59
2022,December,Potato,31,1kg,37 - 51
2022,December,Raw Banana (Plantain),7,1kg,08-Dec
2022,December,Amaranth Leaves,9,1kg,Nov-15
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,25,1kg,30 - 41
2022,December,Baby Corn,69,1kg,83 - 114
2022,December,Banana Flower,15,1kg,18 - 25
2022,December,Capsicum,40,1kg,48 - 66
2022,December,Bitter Gourd,31,1kg,37 - 51
2022,December,Bottle Gourd,26,1kg,31 - 43
2022,December,Butter Beans,79,1kg,95 - 130
2022,December,Broad Beans,35,1kg,42 - 58
2022,December,Cabbage,25,1kg,30 - 41
2022,December,Carrot,37,1kg,44 - 61
2022,December,Cauliflower,26,1kg,31 - 43
2022,December,Cluster beans,44,1kg,53 - 73
2022,December,Coconut,27,1kg,32 - 45
2022,December,Colocasia Leaves,11,1kg,13 - 18
2022,December,Colocasia,26,1kg,31 - 43
2022,December,Coriander Leaves,10,1kg,Dec-17
2022,December,Corn,26,1kg,31 - 43
2022,December,Cucumber,21,1kg,25 - 35
2022,December,Curry Leaves,25,1kg,30 - 41
2022,December,Dill Leaves,14,1kg,17 - 23
2022,December,Drumsticks,80,1kg,96 - 132
2022,December,Brinjal,21,1kg,25 - 35
2022,December,Brinjal (Big),27,1kg,32 - 45
2022,December,Elephant Yam,24,1kg,29 - 40
2022,December,Fenugreek Leaves,9,1kg,Nov-15
2022,December,French Beans,23,1kg,28 - 38
2022,December,Garlic,47,1kg,56 - 78
2022,December,Ginger,38,1kg,46 - 63
2022,December,Onion Green,42,1kg,50 - 69
2022,December,Green Peas,81,1kg,97 - 134
2022,December,Ivy Gourd,23,1kg,28 - 38
2022,December,Lemon (Lime),61,1kg,73 - 101
2022,December,Mango Raw,87,1kg,104 - 144
2022,December,Mint Leaves,5,1kg,06-Aug
2022,December,Mushroom,92,1kg,110 - 152
2022,December,Mustard Leaves,16,1kg,19 - 26
2022,December,Ladies Finger,30,1kg,36 - 50
2022,December,Pumpkin,28,1kg,34 - 46
2022,December,Radish,23,1kg,28 - 38
2022,December,Ridge Gourd,28,1kg,34 - 46
2022,December,Shallot (Pearl Onion),32,1kg,38 - 53
2022,December,Snake Gourd,29,1kg,35 - 48
2022,December,Sorrel Leaves,13,1kg,16 - 21
2022,December,Spinach,11,1kg,13 - 18
2022,December,Sweet Potato,39,1kg,47 - 64
2022,December,Onion Big,28,1kg,34 - 46
2022,December,Onion Small,74,1kg,89 - 122
2022,December,Tomato,19,1kg,23 - 31
2022,December,Green Chilli,37,1kg,44 - 61
2022,December,Beetroot,35,1kg,42 - 58
2022,December,Potato,32,1kg,38 - 53
2022,December,Raw Banana (Plantain),7,1kg,08-Dec
2022,December,Amaranth Leaves,8,1kg,Oct-13
2022,December,Amla,50,1kg,60 - 83
2022,December,Ash gourd,23,1kg,28 - 38
2022,December,Baby Corn,75,1kg,90 - 124
2022,December,Banana Flower,14,1kg,17 - 23
2022,December,Capsicum,42,1kg,50 - 69
2022,December,Bitter Gourd,28,1kg,34 - 46
2022,December,Bottle Gourd,23,1kg,28 - 38
2022,December,Butter Beans,73,1kg,88 - 120
2022,December,Broad Beans,34,1kg,41 - 56
